Board,Grade,Subject,Chapter,Topic,Type,Difficulty,Marks,QuestionText_EN,QuestionText_UR,OptionA_EN,OptionB_EN,OptionC_EN,OptionD_EN,OptionA_UR,OptionB_UR,OptionC_UR,OptionD_UR,CorrectAnswer,Sources,ImageURL
"Punjab Board","Class 9","Biology","Chapter 1","1.3 Careers in Biology","MCQ","Medium","1","To become a physiologist, a..... year BS degree in Physical Therapy is needed:","فزیالوجسٹ بننے کے لیے، فزیکل تھراپی میں ...... سال کی BS ڈگری کی ضرورت ہے:","2","3","4","5","","","","","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.3 Careers in Biology","MCQ","Medium","1","In which career scientist analyze physical evidence from crime scenes to help in criminal’s investigation:","اس کیریئر میں سائنسدان مجرم کی تفتیش میں مدد کے لیے جرائم کے مناظر سے جسمانی شواہد کا تجزیہ کرتے ہیں:","Forensics","Biotechnology","Farming","Dentistry","فارنسکس","بائیو ٹیکنالوجی","فارمنگ","ڈینٹسٹری","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.3 Careers in Biology","MCQ","Medium","1","The new emerging careers of biology include:","حیاتیات کے نئے ابھرتے ہوئے کیریئر میں شامل ہیں:","Bioinformatics and biomedical engineering","Biotechnology","Genetics","All of above","بائیو انفارمیٹکس اور بائیو میڈیکل انجینئرنگ","بائیو ٹیکنالوجی","جینیٹکس","مندرجہ بالا تمام","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.3 Careers in Biology","MCQ","Medium","1","What does MBBS stand for?","ایم بی بی ایس کا کیا مطلب ہے؟","Bachelor of Medicine and Bachelor of Surgery","Master of Biology and Biological Studies","Bachelor of Medical Biological Science","Master of Biochemical Biological Studies","بیچلر آف میڈیسن اور بیچلر آف سرجری","ماسٹر آف بائیو لوجی اور بائیولوجیکل علوم","بیچلر آف میڈیکل بائیولوجیکل سائنس","ماسٹر آف بائیو کیمیکل بائیولوجیکل اسٹڈیز","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.3 Careers in Biology","MCQ","Medium","1","What does the field of forensic science involve?","فارنسک سائنس کے شعبے میں کیا شامل ہے؟","Garden management","Examination of evidence from crime scenes","Livestock management","Drug development","باغ کا انتظام","جرائم کے مناظر سے شواہد کی جانچ","مویشیوں کا انتظام","منشیات تیار کرنا","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.3 Careers in Biology","MCQ","Medium","1","What is the role of horticulturist?","ہورٹیکلچرسٹ کا کردار کیا ہے؟","Disease diagnosis","Plant Breeding and cultivation","Performing Surgeries","Developing medicines","بیماری کی تشخیص","پودوں کی افزائش اور کاشت","سرجری کرنا","ادویات تیار کرنا","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.3 Careers in Biology","MCQ","Medium","1","Which field is related to the care of animals?","کون سا پیشہ جانوروں کی دیکھ بھال سے تعلق رکھتا ہے؟","Animal husbandry","Fisheries","Medicine and Surgery","Dentistry","حیوانات پروی","فشریز","میڈیسن اور سرجری","ڈینٹسٹری","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.3 Careers in Biology","MCQ","Medium","1","Specialization in oral health and treatment of dental issues is:","منھ کی صحت اور دانتوں کے مسائل کا علاج اور سرجری ہوتی ہے:","Dentistry","Medicine","Pharmacology","Biotechnology","ڈینٹسٹری میں","میڈیسن میں","فارماکولوجی میں","بائیوٹیکنالوجی میں","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.3 Careers in Biology","MCQ","Medium","1","Scientists of which field improve the crop production?","کس شعبے کے سائنس دان فصلوں کی پیداوار بہتر بناتے ہیں؟","Histology","Pharmacology","Immunology","Agriculture","ہسٹالوجی","فارماکولوجی","امیونولوجی","ایگریکلچر","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.4 QURANIC INSTRUCTIONS TO REVEAL THE STUDY OF LIFE","MCQ","Medium","1","Living things consists of........percent of water:","جاندار چیزیں ........ فیصد پانی پر مشتمل ہیں:","60-90","75-90","80-90","85-90","","","","","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.4 QURANIC INSTRUCTIONS TO REVEAL THE STUDY OF LIFE","MCQ","Medium","1","We made every living thing from water? This verse is from which sura?","کیا ہم نے ہر جاندار چیز کو پانی سے بنایا ہے؟ یہ آیت کس سورۃ کی ہے؟","Al-Rehman","A-Mominoon","Al-Ambia","Al-Noor","الرحمن","المومنین","الانبیاء","النور","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.4 QURANIC INSTRUCTIONS TO REVEAL THE STUDY OF LIFE","MCQ","Medium","1","In which sura Allah say about creation of man?","انسان کی تخلیق کا ذکر کس سورۃ میں ہے؟","Sura-Ambia","Sura-Rehman","Sura Al-mominoon","All of these","سورۃ الانبیاء میں","سورۃ الرحمٰن میں","سورۃ المومنون میں","ان سب میں","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.4 QURANIC INSTRUCTIONS TO REVEAL THE STUDY OF LIFE","MCQ","Medium","1","Allah created early life in:","اللہ تعالیٰ نے ابتدائی زندگی کو پیدا کیا:","Air","Water","Soil","All of these","ہوا میں","پانی میں","مٹی میں","پہلے تمام","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.5 Science as a Collaborative Field","MCQ","Medium","1","Human genome project was completed in:","ہیومن جینوم پراجیکٹ کب مکمل ہوا:","2001","2002","2003","2004","","","","","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.5 Science as a Collaborative Field","MCQ","Medium","1","Climate change requires collaboration among many disciplines, such as:","موسمیاتی تبدیلی بہت سے شعبوں کے درمیان تعاون کی ضرورت ہے،، جیسا کہ:","Atmospheric science","Ecology","Economics","All","ماحولیاتی سائنس","ایکالوجی","اکنامکس","تمام","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.5 Science as a Collaborative Field","MCQ","Medium","1","...... often rely on in disciplinary collaboration:","...... اکثر شعباتی تعاون پر انحصار کرتے ہیں:","Climate change research","Medical research","Robotics and artificial intelligence","Space exploration","ماحولیاتی تبدیلی کی تحقیق","طبی تحقیق","روبوٹکس اور مصنوعی ذہانت","خلائی ریسرچ","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.5 Science as a Collaborative Field","MCQ","Medium","1","Robotics and artificial intelligence has led to significant advancement in:","روبوٹکس اور مصنوعی ذہانت نے نمایاں ترقی کی ہے:","Natural language processing","Genetics","Economics","None","قدرتی زبان کی پروسیسنگ","جنیٹکس","اکنامکس","ان میں سے کوئی نہیں","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.5 Science as a Collaborative Field","MCQ","Medium","1","Space exploration involve scientists from the field:","خلائی ریسرچ میں کس فیلڈ کے سائنسدان شامل ہیں:","Sociology","Astrophysics","Oncology","Psychology","سوشیالوجی","فلکیاتی فزکس","آنکولوجی","سائیکالوجی","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.5 Science as a Collaborative Field","MCQ","Medium","1","Most highly interdisciplinary collaboration is:","سب سے زیادہ بین شعباتی تعاون ہے:","Robotics","Artificial Intelligence","Both a and b","Medical research","روبوٹکس","آرٹیفیشل انٹیلیجنس","الف اور ب دونوں","طبی تحقیق","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.5 Science as a Collaborative Field","MCQ","Medium","1","Which included was Human Genome Project:","ہیومن جینوم پراجیکٹ میں شامل تھے:","Molecular Biology","Genetics","Informatics","All of these","مالیکیولربائیولوجی","جینیٹکس","انفارمیٹکس","پہلے تمام","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.5 Science as a Collaborative Field","MCQ","Medium","1","NASA Organization belong to:","NASA تنظیم کا تعلق ہے:","Astronomy","Biology","Geoghraphy","Chemistry","فلکیات سے","بائیولوجی سے","جیوگرافی سے","کیمسٹری سے","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.5 Science as a Collaborative Field","MCQ","Medium","1","Which included was Robotics and Artificial Intelligence fields:","روبوٹکس اور آرٹیفیشل انٹیلیجنس کے شعبے میں شامل ہیں:","Engineering","Math","Computer Science","All of these","انجینئرنگ","ریاضی","کمپیوٹر سائنس","پہلے تمام","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.6 SCIENTIFIC METHOD","MCQ","Medium","1","Which step comes between making hypothesis and doing experiments?","ہائپو تھیس بنانے اور تجربات کرنے کے درمیان کون سا مرحلہ آتا ہے؟","Making deductions","Making observations","Summarizing results","Analysing data","ڈیڈکشن بنانا","مشاہدات کرنا","نتائج کا خلاصہ کرنا","ڈیٹا کا تجزیہ کرنا","A","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 1","1.6 SCIENTIFIC METHOD","MCQ","Medium","1","Which of the following is not a characteristic of the scientific method?","مندرجہ ذیل میں سے کون سی سائنسی طریقہ کار کی خصوصیت نہیں ہے؟","It relies on evidence","It involves formulating hypotheses","Hypothesis will always be correct","It requires rigorous testing","یہ شواہد پر انحصار کرتا ہے","اس میں ہائپو تھیس تیار کرنا شامل ہے","ہائپو تھیس ہمیشہ درست ہوگا","اس میں ٹیسٹ کرنے کی ضرورت ہوتی ہے","A","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 1","1.6 SCIENTIFIC METHOD","MCQ","Medium","1","Choose the correct sequence of steps of scientific method:","سائنسی طریقہ کار کے اقدامات کی صحیح ترتیب منتخب کریں:","Observations - hypothesis - deduction - experiments","Observations - hypothesis - law - theory","Hypothesis - observations - deduction - experiments","law - theory - deduction - observations","مشاہدات-ہائپوتھیس-ڈیڈکشن-تجربات","مشاہدات-ہائپوتھیس-قانون-تھیوری","ہائپوتھیس-مشاہدات-ڈیڈکش-تجربات","قانون۔تھیوری،ڈیڈکشن۔مشاہدات","A","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 1","1.6 SCIENTIFIC METHOD","MCQ","Medium","1","Experiments are very important in scientific method because a researcher.","سائنسی طریقہ کار میں تجربات بہت اہم ہیں کیونکہ ایک محقق:","Always gets correct results","Disproves many hypotheses and gets some hypotheses proved","Is sure that he will prove the hypotheses","Gets a chance to work in the laboratory","ہمیشہ صحیح نتائج حاصل کرتا ہے","بہت سارے ہائپوتھیس کو غلط ثابت کرتا ہے اور کچھ ہائپو تھیس کو ثابت کرتا ہے","اس بات کایقین رکھتا ہے کہ وہ ہائپو تھیس کو ثابت کرے گا","تجربہ گاہ میں کام کرنے کا موقع حاصل کرتا ہے","B","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 1","1.6 SCIENTIFIC METHOD","MCQ","Medium","1","Which of the following sequence is correct:","درج ذیل میں سے کون سی ترتیب درست ہے:","Hypothesis - observation - deduction - experiment","Observation - hypothesis - deduction - experiment","Observation - hypothesis - experiment - deduction","Observation - deduction - hypothesis - experiment","ہائپوتھیس-مشاہدات-ڈیڈکشن-تجربات","مشاہدات-ہاپوتھیس-ڈیڈکشن-تجربات","مشاہدات-ہائپوتھیس-تجربات-ڈیڈکشن","مشاہدات-ڈیڈکشن-ہائپوتھیس-تجربات","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.6 SCIENTIFIC METHOD","MCQ","Medium","1","Identifying and defining a problem that scientists wants to investigate through scientific inquiry:","کسی مسئلے کی پہچان اور وضاحت کرنا جس کی سائنس دان سائنسی تحقیقات کے ذریعے تحقیق کرنا چاہتے ہیں:","Recognition of a problem","Observation","Hypothesis","Deduction","مسئلے کی پہچان","مشاہدات","ہائپوپھیس","ڈیڈکشن","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 1","1.6 SCIENTIFIC METHOD","MCQ","Medium","1","Which type of observation describe the color and texture of a flower:","کس قسم کا مشاہدہ پھول کے رنگ اور ساخت کو بیان کرتا ہے:","Qualitative observation","Quantitative observation","Theoretical observation","Information based observation","معیاری مشاہدات","مقداری مشاہدات","نظریاتی مشاہدہ","معلومات پر مبنی مشاہدات","A","Additional",""
